text_a,text_b,label,clusterA,clusterB
"Holiday Inn Express Crewe, Macon Way Cheshire Crewe, Cheshire East, North West, CW16DR","Belvilla Crewe City Centre, Macon Way, Cheshire East, North West, CW16DR",1,1541,1541
"The Boars Head Hotel, Station Road Draycott In The Clay Draycott-in-the-clay Draycott in the Clay Ashbourne, East Staffordshire, West Midlands, DE65GX","Boars Head Hotel, Station Road, Ashbourne, , United Kingdom, East Staffordshire, West Midlands, DE65GX",1,1689,1689
"The Bromley, 306 N Promenade BlackpoolLancashire, North West, FY12EY","Park House Hotel, Promenade, Blackpool, North West, FY12HA",0,2605,3420
"The Sun Hotel, 6 Castle Terrace WarkworthMorpethNorthumberland, North East, NE650UP","Sun Hotel, 6, Castle Terrace, Warkworth, Northumberland, North East, NE650UP",1,488,488
"The Aspire, 51 Albert Road Blackpool, North West, FY14TA","La Tour, 92-94, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0,1823,2930
"Oban Bay Hotel, Corran Esplanade ObanArgyll, Argyll and Bute, PA345AE","Oban Bay Hotel, Corran Esplanade, Oban, , GB, Argyll and Bute, PA345AE",1,2888,2888
"Talbot Square 9 London, Westminster, W21TR","Fairways Hotel, 186",0,1941,3724
"Queens Park Hotel, 48 Queensborough Terrace London, Westminster, W23SJ","MStay 39 Studios, 39, Queensborough Terrace",0,314,2073
"3 Norfolk Square Guest house, Albemarle Road Great YarmouthNorfolk, East of England, NR301EE","St Anne's Hotel, 7, Norfolk Square, Great Yarmouth, East of England, NR301EE",0,2742,221
"The Aspire, 51 Albert Road Blackpool, North West, FY14TA","The Albany, 89, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0,1823,178
"Reem Hotel, 50 51 Princes Square  London, Westminster, W24PX","Kensington Court Hotel Notting Hill, 4, Prince's Square, London, , GB, Westminster, W24NP",0,128,180
"Dragonfly Hotel King's Lynn, Beveridge Way Hardwick Narrow Hardwick NarrowsKings Lynn Norfolk, King's Lynn and West Norfolk, East of England, PE304NB","Dragonfly Hotel King's Lynn, Beveridge Way, King's Lynn, , GB, King's Lynn and West Norfolk, East of England, PE304NB",1,3622,3622
"Holiday Inn Express London Victoria, 106 110 Belgrave Road London, Westminster, SW1V2BJ","Comfort Inn London, 37-41, Belgrave Road, London, , United Kingdom, Westminster, SW1V2BB",0,3485,245
"Springfield Hotel, 35 Charnley Road  Blackpool, North West, FY14PE","The Blackpool Central Hotel, 34, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0,3275,84
"Apartment In Brighton With Sea View, Regency Square, Brighton and Hove, South East, BN12FJ","Hotel Pelirocco, 10, Regency Square, Brighton and Hove, South East, BN12FG",0,359,2921
"The Pennyfarthing Hotel, 296-298 High Street BerkhamstedHertfordshire, Dacorum, East of England, HP41AH","The Penny Farthing, 296-298, High Street, Berkhamsted, Dacorum, East of England, HP41AH",1,170,170
"West Vale Villa Hotel, 54 Read's Ave  Blackpool, North West, FY14DE","The New Sandringham Court Hotel, 65-69, Read's Avenue, Blackpool, , United Kingdom, North West, FY14DG",0,2095,977
"The Art Deco Flat, 36A Marine Parade, Brighton and Hove, South East, BN21TR","Drakes, 43-44, Marine Parade, Brighton, Brighton and Hove, South East, BN21PE",0,723,3672
"The Ritz London, 150 Piccadilly  London, Westminster, W1J9BR","The Ritz London, 150, Piccadilly, London, Westminster, W1J9BR",1,1217,1217
"Welbeck, 10-12 Queens Promenade BlackpoolLancashire, North West, FY29SQ","Cliffs Hotel, Queens Promenade, Blackpool, North West, FY29SG",0,334,1989
"Glenbruar House, Main Street Crianlarich, Stirling, FK208QR","The Crianlarich Hotel, Main Street, Crianlarich, , United Kingdom, Stirling, FK208RW",0,3253,125
"Sweet Afton Hotel, 111 Albert road  Blackpool, North West, FY14PW","Boltonia Hotel, 124-126, Albert Road, Blackpool, , United Kingdom, North West, FY14PN",0,3418,163
"The Teesdale Hotel, Market Place Middleton-in-TeesdaleCounty Durham, North East, DL120QG","The Teesdale Hotel, Barnard Castle, County Durham, North East, DL120QG",0,3345,2427
"Seaclyffe Hotel, 11 Church Walks Llandudno Conwy, LL302HG","Chelsea Hotel, 67, Church Walks, Llandudno, , GB, Conwy, LL302HG",0,2423,1517
"The Novello Hotel, 11 Hornby Road Blackpool, North West, FY14QG","Raffles Hotel, 73-75, Hornby Road, Blackpool, , United Kingdom, North West, FY14QJ",0,1087,380
"Best Western Greater London, 60 Cranbrook Road Ilford, Redbridge, London, IG14NH","Best Western, 60, Cranbrook Road, Ilford, , United Kingdom, Redbridge, London, IG14NH",1,2241,2241
"Travelodge Worthing Seafront, 86-95 Marine Parade Worthing, South East, BN113QD","Travelodge Worthing, 86-95, Marine Parade, Worthing, South East, BN113QD",1,1960,1960
"Holiday Inn Express Hamilton, Keith Street Hamilton, South Lanarkshire, ML37BL","Holiday Inn Express, Keith Street, Hamilton, South Lanarkshire, ML37BL",1,281,281
"Nether Grange, Marine Road Alnmouth Alnmouth Alnwick, Northumberland, North East, NE662RZ","HF Holidays Nether Grange, Pease's Lane, Alnwick, , GB, Northumberland, North East, NE662RZ",1,3564,3564
"Orchard Hideaway, Redhills Lane Penrith, Westmorland and Furness, North West, CA110DT","Travelodge, Redhills Lane, Penrith, Westmorland and Furness, North West, CA110DT",0,1645,2576
"Hilton Cardiff, Kingsway Cardiff, CF103HH","Hilton Cardiff, Kingsway, Cardiff, CF103HH",1,1363,1363
"The Abbey Hotel, 35 Southgate Street Bury St EdmundsSuffolk, West Suffolk, East of England, IP332AZ","Abbey Hotel, 35, Southgate Street, Bury St Edmunds, , United Kingdom, West Suffolk, East of England, IP332AZ",1,3590,3590
"Premier Inn Nottingham CC, Chapel Quarter, Chapel Bar, 7 NOTTINGHAM, East Midlands, NG16JS","Premier Inn, 7, Chapel Quarter, Chapel Bar, Nottingham, , United Kingdom, East Midlands, NG16JS",1,2008,2008
"Sodbury House Hotel, Badminton Road Old Sodbury, South Gloucestershire, South West, BS376LU","Sodbury House Hotel, Badminton Road, Old Sodbury, South Gloucestershire, South West, BS376LU",1,1856,1856
"Travelodge Canterbury Chaucer Central, IVY LANE CANTERBURY KENT, 63 CANTERBURY, South East, CT11TU","Travelodge Chaucer Central, 63, Ivy Lane, Canterbury, Kent, , GB, South East, CT11TU",1,2159,2159
"41 Millharbour by Crown Lawn, 41 Millharbour Canary WarfLondon, Tower Hamlets, E149NA","Lincoln Plaza London, Curio Collection by Hilton, 2, Lincoln Plaza, London, Tower Hamlets, E149BD",0,1308,650
"Troy Hotel, 68-70 Queensborough Terrace Bayswater London, Westminster, W23SH","Comfort Inn Hyde Park, 73, Queensborough Terrace",0,3551,2803
"Kingsway Park, 139 Sussex Gardens Paddington Hyde ParkLondon, Westminster, W22RX","Admiral Hotel at Park Avenue, 143, Sussex Gardens, London, Westminster, W22RY",0,49,2968
"Lynden Court Hotel, 8 Durley Road West Cliff Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25JL","Washington House, 3, Durley Road, Bournemouth, Christchurch and Poole, South West, BH25JQ",0,2854,3342
"High Bank Hotel, 83 Harehills Lane Leeds, Yorkshire and The Humber, LS74HA","High Bank hotel, 83, Harehills Lane, Leeds, Yorkshire and The Humber, LS74HA",1,3040,3040
"Stylotel, 160-162 Sussex Gardens London, Westminster, W21UD","Stylotel, 160-162, Sussex Gardens, London",1,1546,1546
"Green Lodge Hotel, 2 Stanley Road Hoylake Wirral, North West, CH471HW","Green Lodge Hotel, 2, Stanley Road, Wirral, North West, CH471HW",1,3422,3422
"Holiday Inn Kenilworth Warwick, Abbey End 212 WarwickshireKenilworth, West Midlands, CV81ED","Holiday Inn Kenilworth, 212, Abbey End, Kenilworth, Warwick, West Midlands, CV81ED",1,1302,1302
"Westbury Hotel, 22-24 Collingham Place London, Kensington and Chelsea, SW50PZ","Collingham Place Hotel, 37, Collingham Place",0,2623,2682
"Best Western Plus Gibside Hotel, Front Street Whickham Newcastle upon TyneWhickham, Gateshead, North East, NE164JG","Best Western Plus Gibside Hotel, Front Street, Gateshead, , United Kingdom, North East, NE164JG",1,910,910
"Washington Mayfair Hotel, 5 Curzon Street Mayfair MayfairLondon, Westminster, W1J5HE","The Washington Mayfair Hotel, 5, Curzon Street",1,2583,2583
"London Hilton on Park Lane, 22 Park Lane  London, Westminster, W1K1BE","London Hilton on Park Lane, 22, Park Lane, London, , GB, Westminster, W1K1BE",1,2852,2852
"Lamb Hotel, 2 Lynn Rd ElyCambridgeshire, East Cambridgeshire, East of England, CB74EJ","The Lamb, 2, Lynn Road, Ely, East Cambridgeshire, East of England, CB74EJ",1,155,155
"Harbour Heights Guest House, 531 Babbacombe Road Torquay, Torbay, South West, TQ11HQ","Harbour Heights, 531, Babbacombe Road, Torquay, , United Kingdom, Torbay, South West, TQ11HQ",1,1341,1341
"The Old Rectory Lodge, Yaxham Housenorwich Road Yaxham, Breckland, East of England, NR191RH","Yaxham Mill, 1-6, Norwich Road, Dereham, , GB, Breckland, East of England, NR191RH",0,3660,182
"Brighton Rock Apartment, 49 Upper Rock Gardens Flat 2, Brighton and Hove, South East, BN21QF","Maon Hotel, 26, Upper Rock Gardens, Brighton, , United Kingdom, Brighton and Hove, South East, BN21QE",0,179,3180
"Duke of Wellington, Sherborne Street CheltenhamGloucestershire, Cotswold, South West, GL542BY","HF Holidays Harrington House, Sherbourne Street, Cheltenham, , GB, Cotswold, South West, GL542BY",0,3516,274
"Ibis Styles Birmingham Oldbury, 999 Wolverhampton Road Oldbury, Sandwell, West Midlands, B694RJ","ibis styles, 999, Wolverhampton Road, Sandwell, West Midlands, B694RJ",1,1720,1720
"The Oaksmere Hotel Rectory Road Brome Nr. Suffolk BromeEyeSuffolk, Mid Suffolk, East of England, IP238AJ","Oaksmere, Rectory Road, Eye, Mid Suffolk, East of England, IP238AJ",1,716,716
"Travelodge Carlisle Central, Cecil Street Carlisle, Cumberland, North West, CA11NL","Travelodge Carlisle Central, Cecil Street, Carlisle, , United Kingdom, Cumberland, North West, CA11NL",1,1660,1660
"The Montclair, 95 Albert Road Blackpool, North West, FY14PW","The Carlton, 64, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0,178,1692
"Shakespeare Hotel, 22-28 Norfolk Square Paddington PaddingtonLondon, Westminster, W21RS","Ashley Hotel, 13-17, Norfolk Square",0,2794,3369
"Luna And Simone Hotel, 47 49 Belgrave Rd Victoria London, Westminster, SW1V2BB","Huttons Hotel, Victoria London, 55, Belgrave Road, London, , United Kingdom, Westminster, SW1V2BB",0,3695,3601
"The Malibu Party Hotel, 114-116 Albert Road Blackpool, nan","The Belvedere, 91-93, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0,1743,178
"Hotel Una, 55/56 Regency Square Brighton, Brighton and Hove, South East, BN12FF","Hotel Una, 55-56, Regency Square, Brighton, , United Kingdom, Brighton and Hove, South East, BN12FF",1,43,43
"Swan Hotel, 16 Market Street Wotton-Under-EdgeGlos, Stroud, South West, GL127AE","Swan Hotel, 16, Market Street, Wotton-under-Edge, Stroud, South West, GL127AE",1,1916,1916
"Holiday Inn Sittingbourne, 70 London Road SittingbourneKent, Swale, South East, ME101NT","The Coniston, 70, London Road, Sittingbourne, Swale, South East, ME101NT",1,2520,2520
"The Last Post, 14 Trafalgar Road Blackpool, North West, FY16AW","Garvey's Promenade Hotel, Trafalgar Road, Blackpool, , United Kingdom, North West, FY16AJ",0,3474,2019
"Clayton Hotel Belfast, 22 Ormeau Avenue Belfast, BT28HS","Clayton Hotel Belfast, 22, Ormeau Avenue, Belfast, BT28HS",1,742,742
"Hilton Bracknell, Bagshot Road  Bracknell, Bracknell Forest, South East, RG120QJ","Village Hotel Bracknell, Bagshot Road, Bracknell, , GB, Bracknell Forest, South East, RG120QJ",1,864,864
"Blenheim Mount Hotel, 207 Promenade Blackpool, North West, FY15DL","Craig-y-Don Hotel, 209-213, Promenade, Blackpool, North West, FY15DL",0,1800,3205
"Jenkin Hill Lodgethornthwaite, Cumberland, North West, CA125SG","Thwaite How Hotel, A594, Thornthwaite, , United Kingdom, Cumberland, North West, CA125SA",0,2586,465
"Shelford Lodge, 144 Road Great Shelford Great ShelfordCambridgeCambridgeshire, South Cambridgeshire, East of England, CB225JU","Shelford Lodge, 144, Cambridge Road, , GB, South Cambridgeshire, East of England, CB225JU",1,2035,2035
"Myrtle House, 25 Albert Road, Blackpool, North West, FY14TA","The New Oxford Hotel, 66-68, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0,739,1692
"Marlborough Hotel, 16 Queens Road Shanklin Isle Of Wight, South East, PO376AN","Medehamstede Hotel, 9, Queen's Road, Shanklin, , GB, Isle of Wight, South East, PO376AR",0,2722,1685
"Best Western London Ilford Hotel, 5 Argyle Road IlfordEssex, Redbridge, London, IG13BH","Best Western, 3-5, Argyle Road, Ilford, Redbridge, London, IG13BH",1,1297,1297
"Hotel La Place, 17 Nottingham Place London, Westminster, W1U5LG","Hotel La Place, 17, Nottingham Place, London, , GB, Westminster, W1U5LG",1,2093,2093
"The Aspire, 51 Albert Road Blackpool, North West, FY14TA","The Gallery, 108, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0,1823,2482
"Sleeperz Hotel Newcastle, 15 Westgate Road Newcastle upon Tyne, North East, NE11SE","Sleeperz, 15, Westgate Road, Newcastle upon Tyne, North East, NE11SE",1,3424,3424
"Brick Lane Hotel, 13 Brick Lane London, Tower Hamlets, E16PU","Brick Lane Hotel, 13, Brick Lane, London, Tower Hamlets, E16PU",1,3379,3379
"Vanbrugh House Hotel, 20 24 St Michaels Street Oxford, South East, OX12EB","Vanbrugh House Hotel, 20-24, St Michael's Street, Oxford, , United Kingdom, South East, OX12EB",1,2507,2507
"Wheatlands Lodge, Old College Lane WindermereCumbria, Westmorland and Furness, North West, LA231BY","Applegarth Villa, College Road, Windermere, Westmorland and Furness, North West, LA231BU",0,3910,3602
"Highfield Hotel, 101 Durham Road East Rainton East RaintonHoughton le SpringTyne & Wear, Sunderland, North East, DH59QT","The Highfield, 101, Durham Road, Houghton-le-Spring, Sunderland, North East, DH59QT",1,1291,1291
"The Bath Hotel, Lynmouth Street LynmouthNorth Devon, South West, EX356EL","Bath Hotel, Lynmouth Street, North Devon, , United Kingdom, South West, EX356EL",1,2933,2933
"The Carlton, 64 Albert Road Blackpool, North West, FY14PR","Tregenna Hotel, 115, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0,1692,178
"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","Trafford Hotel, 40-42, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",1,84,84
"Star Anglia Hotel, Anglia House 75 North Station Road Colchester, East of England, CO11SB","Star Anglia Hotel, 75, North Station Road, Colchester, , United Kingdom, East of England, CO11SB",1,2533,2533
"The Courtlands Hotel, 19-27 The Drive HoveBrightonEast Sussex, Brighton and Hove, South East, BN33JE","The Courtlands, 19 - 27, The Drive, Brighton & Hove, , GB, Brighton and Hove, South East, BN33JE",1,10,10
"Novotel London Waterloo, 113 Lambeth Road London, SE17LS","Novotel London Waterloo, 113, Lambeth Road, London, SE17LS",1,629,629
"The Carlton, 64 Albert Road Blackpool, North West, FY14PR","Tregenna Hotel, 115, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0,1692,178
"Wyboston Lakes, Great North Road WybostonBedfordshire, East of England, MK443AL","The Waterfront Hotel & Spa, Bedford, East of England, MK443AL",0,3544,3512
"Shiray Hotel, 97 Hornby Road Blackpool, North West, FY14QP","Raffles Hotel, 73-75, Hornby Road, Blackpool, , United Kingdom, North West, FY14QJ",0,1605,380
"Stuart Hotel, 27-29 Clifton Drive Blackpool, North West, FY41NT","Clifton Court Hotel, 12, Clifton Drive, Blackpool, , United Kingdom, North West, FY41NX",0,1578,160
"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","The Fairhaven Hotel, 7-9, Charnley Road, Blackpool, , United Kingdom, North West, FY14PE",0,84,378
"Doubletree by Hilton Bristol North, Woodlands Lane Bradley Stoke Bradley StokeBristol, South Gloucestershire, South West, BS324JF","DoubleTree by Hilton Hotel Bristol North, Woodlands Lane, Bristol, South Gloucestershire, South West, BS324JF",1,765,765
"The Claremont, 89 St. Michael's Road  Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25DR","Topaz Hotel, 79, Saint Michael's Road, Bournemouth, Christchurch and Poole, South West, BH25DR",0,3313,2494
"The Kellbank, Gosforth Cumbria SeascaleCumbria, Cumberland, North West, CA201JA","The Kellbank, Whitecroft, Gosforth, Cumberland, North West, CA201JA",1,1237,1237
"Fairhaven Hotel, 7-9 Charnley Road Blackpool, North West, FY14PE","Regency Hotel, 50, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0,378,84
"Bowness Bay Suites, 4 Kendal Road Bowness-on-Windermere Bowness-on-WindermereWindermere, Westmorland and Furness, North West, LA233EQ","The Belsfield, Kendal Road, Bowness-on-Windermere, Westmorland and Furness, North West, LA233EL",0,589,2210
"Hotel 65, 65 Shepherds Bush Road Hammersmith HammersmithLondon, Hammersmith and Fulham, W67LS","Royal Guest House, 105, Shepherds Bush Road",0,1936,741
"Premier Inn Newcastle, Derwent Haugh Road SwalwellGatesheadTyne and Wear, North East, NE163BL","Premier Inn, Derwenthaugh Road, Gateshead, North East, NE163BL",1,1776,1776
"Premier Inn Bath City Centre, James Street West Bath, Bath and North East Somerset, South West, BA12BX","Apex City of Bath Hotel, James Street West, Bath, Bath and North East Somerset, South West, BA12DA",0,2570,845
"The Grosvenor Hotel, 81-87 Clifton Road Rugby, West Midlands, CV213QQ","Grosvenor Hotel, 81-83, Clifton Road, Rugby, West Midlands, CV213QQ",1,2464,2464
"Norfolk Plaza Hotel, 29-33 Norfolk Square Paddingto London, NW21RX","Continental Hotel, 36-42, Norfolk Square, London, , GB, Westminster, W21RT",0,2201,3102
"The Bay Hotel, Bay Hotel North Corner Coverack CoverackHelston, Cornwall, South West, TR126TF","Bay Hotel, North Corner, Coverack, , United Kingdom, Cornwall, South West, TR126TF",1,1034,1034
"Findlay's Hotel, Smiddyhill Road Aberdeenshire Aberdeenshire Fraserburgh, AB439WL","Findlay's, Smiddyhill Road, Fraserburgh, , United Kingdom, Aberdeenshire, AB439WL",1,1508,1508
"Myrtle House, 25 Albert Road, Blackpool, North West, FY14TA","The Sutcliffe Hotel, 70-72, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0,739,3202
"The Cameo, 30 Hornby Road Blackpool, North West, FY14QG","The Victoria, 30, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0,3814,84
"Milsoms, Stratford Road Dedham ColchesterEssex, East of England, CO76HW","Milsoms, Stratford Road, Colchester, East of England, CO76HW",1,2498,2498
